,Unnamed: 0_x,flight_AD,flight_datetime,flight_AL_Synchron_code,flight_number,flight_ID,flight_terminal_#,flight_AP,flight_AC_Synchron_code,flight_AC_PAX_capacity_total,flight_PAX,flight,Aircraft_Class,Aircraft_Stand,Taxiing_cost_solution,Parking_usage_cost_solution,Bus_usage_cost_solution,Total_cost_solution,Unnamed: 0_y,JetBridge_on_Arrival,JetBridge_on_Departure,1,2,3,4,5,Terminal,Taxiing_Time,JetBridge_Handling_Time,Away_Handling_Time,Bus_Time,num_needed_Buses,is_JetBridge,is_correct_JetBridge_Terminal,is_correct_JetBridge,Handling_Time,JetBridge_can_be_used,start_parking,end_parking,is_parking_conflict,is_wide_body_intersect,Taxiing_cost,Parking_usage_cost,Bus_usage_cost,Total_cost
586,586,D,2019-08-17 15:40:00,SU,1700,D,3,VVO,77W,402,399,586,Wide_Body,16,330.0,1500.0,0.0,1830.0,15,D,D,29,13,5,27,11,3.0,11,60,80,5,5,True,True,True,60,True,2019-08-17 14:29:00,2019-08-17 15:29:00,False,False,330,1500,0,1830
587,587,A,2019-08-17 10:15:00,SU,1701,D,3,VVO,77W,402,322,587,Wide_Body,12,420.0,1500.0,0.0,1920.0,11,D,D,25,15,10,27,12,3.0,14,60,80,10,5,True,True,True,60,True,2019-08-17 10:29:00,2019-08-17 11:29:00,False,False,420,1500,0,1920
588,588,D,2019-08-17 17:15:00,SU,1710,D,3,KHV,77W,402,396,588,Wide_Body,16,330.0,1500.0,0.0,1830.0,15,D,D,29,13,5,27,11,3.0,11,60,80,5,5,True,True,True,60,True,2019-08-17 16:04:00,2019-08-17 17:04:00,False,False,330,1500,0,1830
589,589,A,2019-08-17 10:35:00,SU,1711,D,3,KHV,77W,402,400,589,Wide_Body,15,420.0,1500.0,0.0,1920.0,14,D,D,26,11,7,28,14,3.0,14,60,80,7,5,True,True,True,60,True,2019-08-17 10:49:00,2019-08-17 11:49:00,False,False,420,1500,0,1920
590,590,D,2019-08-17 16:45:00,SU,1730,D,3,PKC,77W,402,394,590,Wide_Body,18,390.0,1500.0,0.0,1890.0,17,D,D,27,15,7,28,15,3.0,13,60,80,7,5,True,True,True,60,True,2019-08-17 15:32:00,2019-08-17 16:32:00,False,False,390,1500,0,1890
591,591,A,2019-08-17 12:40:00,SU,1731,D,3,PKC,77W,402,379,591,Wide_Body,18,390.0,1500.0,0.0,1890.0,17,D,D,27,15,7,28,15,3.0,13,60,80,7,5,True,True,True,60,True,2019-08-17 12:53:00,2019-08-17 13:53:00,False,False,390,1500,0,1890
592,592,D,2019-08-17 09:10:00,SU,2550,I,2,AMS,77W,402,320,592,Wide_Body,46,690.0,1500.0,0.0,2190.0,45,I,I,32,9,10,32,5,2.0,23,60,80,9,4,True,True,True,60,True,2019-08-17 07:47:00,2019-08-17 08:47:00,False,False,690,1500,0,2190
593,593,A,2019-08-17 17:45:00,SU,2551,I,2,AMS,77W,402,256,593,Wide_Body,60,690.0,1500.0,0.0,2190.0,59,I,I,30,8,15,35,10,2.0,23,60,80,8,4,True,True,True,60,True,2019-08-17 18:08:00,2019-08-17 19:08:00,False,False,690,1500,0,2190
594,594,D,2019-08-17 09:35:00,SU,104,I,3,IAD,333,302,292,594,Wide_Body,22,390.0,1500.0,0.0,1890.0,21,I,I,29,15,5,25,10,3.0,13,60,80,5,4,True,True,True,60,True,2019-08-17 08:22:00,2019-08-17 09:22:00,False,False,390,1500,0,1890
595,595,D,2019-08-17 18:50:00,SU,232,I,2,DEL,333,302,280,595,Wide_Body,48,600.0,1500.0,0.0,2100.0,47,I,I,32,6,12,32,7,2.0,20,60,80,6,4,True,True,True,60,True,2019-08-17 17:30:00,2019-08-17 18:30:00,False,False,600,1500,0,2100
596,596,A,2019-08-17 09:05:00,SU,233,I,3,DEL,333,302,282,596,Wide_Body,33,540.0,1500.0,0.0,2040.0,32,I,I,30,11,10,31,6,3.0,18,60,80,10,4,True,True,True,60,True,2019-08-17 09:23:00,2019-08-17 10:23:00,False,False,540,1500,0,2040
597,597,A,2019-08-17 05:25:00,SU,235,I,3,DEL,333,302,285,597,Wide_Body,20,390.0,1500.0,0.0,1890.0,19,I,I,30,13,7,25,10,3.0,13,60,80,7,4,True,True,True,60,True,2019-08-17 05:38:00,2019-08-17 06:38:00,False,False,390,1500,0,1890
598,598,D,2019-08-17 21:25:00,SU,1442,D,3,IKT,333,302,264,598,Wide_Body,14,390.0,1500.0,0.0,1890.0,13,D,D,28,15,9,26,11,3.0,13,60,80,9,4,True,True,True,60,True,2019-08-17 20:12:00,2019-08-17 21:12:00,False,False,390,1500,0,1890
599,599,A,2019-08-17 11:00:00,SU,1443,D,3,IKT,333,302,285,599,Wide_Body,17,360.0,1500.0,0.0,1860.0,16,D,D,28,12,10,28,14,3.0,12,60,80,10,4,True,True,True,60,True,2019-08-17 11:12:00,2019-08-17 12:12:00,False,False,360,1500,0,1860
600,600,D,2019-08-17 20:35:00,SU,1702,D,3,VVO,333,302,296,600,Wide_Body,18,390.0,1500.0,0.0,1890.0,17,D,D,27,15,7,28,15,3.0,13,60,80,7,4,True,True,True,60,True,2019-08-17 19:22:00,2019-08-17 20:22:00,False,False,390,1500,0,1890
601,601,A,2019-08-17 15:50:00,SU,1703,D,3,VVO,333,302,299,601,Wide_Body,8,270.0,1840.0,420.0,2530.0,7,D,D,26,11,7,28,14,3.0,14,60,80,7,4,True,True,True,60,True,2019-08-17 16:04:00,2019-08-17 17:04:00,False,True,420,1500,0,1920
602,602,D,2019-08-17 08:55:00,SU,2380,I,2,GVA,333,302,209,602,Wide_Body,59,630.0,1500.0,0.0,2130.0,58,I,I,32,8,11,30,10,2.0,21,60,80,8,3,True,True,True,60,True,2019-08-17 07:34:00,2019-08-17 08:34:00,False,False,630,1500,0,2130
603,603,A,2019-08-17 17:25:00,SU,2381,I,2,GVA,333,302,161,603,Wide_Body,78,180.0,1840.0,495.0,2515.0,77,N,N,25,11,18,30,18,,6,60,80,11,3,False,,,80,False,2019-08-17 17:31:00,2019-08-17 18:51:00,False,False,180,1840,495,2515
604,604,D,2019-08-17 12:15:00,SU,2548,I,5,TFS,333,302,271,604,Wide_Body,38,450.0,1500.0,0.0,1950.0,37,I,I,32,10,11,33,9,5.0,15,60,80,9,4,True,True,True,60,True,2019-08-17 11:00:00,2019-08-17 12:00:00,False,False,450,1500,0,1950
605,605,D,2019-08-17 11:00:00,SU,110,I,3,MIA,332,229,214,605,Wide_Body,23,360.0,1500.0,0.0,1860.0,22,I,I,28,11,7,30,15,3.0,12,60,80,7,3,True,True,True,60,True,2019-08-17 09:48:00,2019-08-17 10:48:00,False,False,360,1500,0,1860
606,606,A,2019-08-17 12:15:00,SU,111,I,3,MIA,332,229,188,606,Wide_Body,20,390.0,1500.0,0.0,1890.0,19,I,I,30,13,7,25,10,3.0,13,60,80,7,3,True,True,True,60,True,2019-08-17 12:28:00,2019-08-17 13:28:00,False,False,390,1500,0,1890
607,607,D,2019-08-17 07:10:00,SU,150,I,3,HAV,332,229,190,607,Wide_Body,33,540.0,1500.0,0.0,2040.0,32,I,I,30,11,10,31,6,3.0,18,60,80,10,3,True,True,True,60,True,2019-08-17 05:52:00,2019-08-17 06:52:00,False,False,540,1500,0,2040
608,608,A,2019-08-17 09:00:00,SU,151,I,3,HAV,332,229,225,608,Wide_Body,31,570.0,1500.0,0.0,2070.0,30,I,I,33,14,8,33,7,3.0,19,60,80,8,3,True,True,True,60,True,2019-08-17 09:19:00,2019-08-17 10:19:00,False,False,570,1500,0,2070
609,609,D,2019-08-17 15:05:00,SU,234,I,3,DEL,332,229,217,609,Wide_Body,20,390.0,1500.0,0.0,1890.0,19,I,I,30,13,7,25,10,3.0,13,60,80,7,3,True,True,True,60,True,2019-08-17 13:52:00,2019-08-17 14:52:00,False,False,390,1500,0,1890
610,610,D,2019-08-17 18:35:00,SU,330,I,3,ULN,332,229,171,610,Wide_Body,23,360.0,1500.0,0.0,1860.0,22,I,I,28,11,7,30,15,3.0,12,60,80,7,3,True,True,True,60,True,2019-08-17 17:23:00,2019-08-17 18:23:00,False,False,360,1500,0,1860
611,611,A,2019-08-17 08:40:00,SU,331,I,3,ULN,332,229,204,611,Wide_Body,20,390.0,1500.0,0.0,1890.0,19,I,I,30,13,7,25,10,3.0,13,60,80,7,3,True,True,True,60,True,2019-08-17 08:53:00,2019-08-17 09:53:00,False,False,390,1500,0,1890
612,612,D,2019-08-17 19:40:00,SU,122,I,3,JFK,333,296,285,612,Wide_Body,33,540.0,1500.0,0.0,2040.0,32,I,I,30,11,10,31,6,3.0,18,60,80,10,4,True,True,True,60,True,2019-08-17 18:22:00,2019-08-17 19:22:00,False,False,540,1500,0,2040
613,613,A,2019-08-17 17:20:00,SU,123,I,3,JFK,333,296,252,613,Wide_Body,21,420.0,1500.0,0.0,1920.0,20,I,I,26,13,10,29,14,3.0,14,60,80,10,4,True,True,True,60,True,2019-08-17 17:34:00,2019-08-17 18:34:00,False,False,420,1500,0,1920
614,614,D,2019-08-17 15:35:00,SU,202,I,3,PEK,333,296,281,614,Wide_Body,24,390.0,1500.0,0.0,1890.0,23,I,I,29,12,6,26,12,3.0,13,60,80,6,4,True,True,True,60,True,2019-08-17 14:22:00,2019-08-17 15:22:00,False,False,390,1500,0,1890
615,615,A,2019-08-17 08:55:00,SU,203,I,3,PEK,333,296,254,615,Wide_Body,29,510.0,1500.0,0.0,2010.0,28,I,I,30,12,10,35,5,3.0,17,60,80,10,4,True,True,True,60,True,2019-08-17 09:12:00,2019-08-17 10:12:00,False,False,510,1500,0,2010
616,616,D,2019-08-17 19:05:00,SU,220,I,2,CAN,333,296,258,616,Wide_Body,58,630.0,1500.0,0.0,2130.0,57,I,I,30,9,10,31,14,2.0,21,60,80,9,4,True,True,True,60,True,2019-08-17 17:44:00,2019-08-17 18:44:00,False,False,630,1500,0,2130
617,617,A,2019-08-17 16:25:00,SU,221,I,2,CAN,333,296,281,617,Wide_Body,50,690.0,1500.0,0.0,2190.0,49,I,I,35,7,15,32,10,2.0,23,60,80,7,4,True,True,True,60,True,2019-08-17 16:48:00,2019-08-17 17:48:00,False,False,690,1500,0,2190
618,618,D,2019-08-17 08:00:00,SU,252,I,3,ICN,333,296,294,618,Wide_Body,21,420.0,1500.0,0.0,1920.0,20,I,I,26,13,10,29,14,3.0,14,60,80,10,4,True,True,True,60,True,2019-08-17 06:46:00,2019-08-17 07:46:00,False,False,420,1500,0,1920
619,619,A,2019-08-17 05:15:00,SU,253,I,3,ICN,333,296,266,619,Wide_Body,26,390.0,1500.0,0.0,1890.0,25,I,I,25,11,7,30,12,3.0,13,60,80,7,4,True,True,True,60,True,2019-08-17 05:28:00,2019-08-17 06:28:00,False,False,390,1500,0,1890
620,620,D,2019-08-17 19:10:00,SU,270,I,3,BKK,333,296,254,620,Wide_Body,25,390.0,1500.0,0.0,1890.0,24,I,I,28,14,10,27,11,3.0,13,60,80,10,4,True,True,True,60,True,2019-08-17 17:57:00,2019-08-17 18:57:00,False,False,390,1500,0,1890
621,621,A,2019-08-17 16:00:00,SU,271,I,2,BKK,333,296,237,621,Wide_Body,48,600.0,1500.0,0.0,2100.0,47,I,I,32,6,12,32,7,2.0,20,60,80,6,3,True,True,True,60,True,2019-08-17 16:20:00,2019-08-17 17:20:00,False,False,600,1500,0,2100
622,622,D,2019-08-17 18:50:00,SU,274,I,2,HKT,333,296,172,622,Wide_Body,69,360.0,1840.0,450.0,2650.0,68,N,N,26,10,17,25,15,,12,60,80,10,3,False,,,80,False,2019-08-17 17:18:00,2019-08-17 18:38:00,False,False,360,1840,450,2650
623,623,A,2019-08-17 16:45:00,SU,275,I,2,HKT,333,296,293,623,Wide_Body,45,330.0,1840.0,600.0,2770.0,44,I,I,32,10,12,32,10,5.0,15,60,80,10,4,True,False,True,80,False,2019-08-17 17:00:00,2019-08-17 18:20:00,False,False,450,2000,600,3050
624,624,D,2019-08-17 21:55:00,SU,320,I,2,MLE,333,296,246,624,Wide_Body,55,630.0,1500.0,0.0,2130.0,54,I,I,31,6,13,33,12,2.0,21,60,80,6,4,True,True,True,60,True,2019-08-17 20:34:00,2019-08-17 21:34:00,False,False,630,1500,0,2130
625,625,A,2019-08-17 17:15:00,SU,321,I,2,MLE,333,296,237,625,Wide_Body,84,300.0,1840.0,540.0,2680.0,83,N,N,26,12,15,28,17,,10,60,80,12,3,False,,,80,False,2019-08-17 17:25:00,2019-08-17 18:45:00,False,False,300,1840,540,2680
626,626,D,2019-08-17 18:40:00,SU,504,I,3,TLV,333,296,286,626,Wide_Body,29,510.0,1500.0,0.0,2010.0,28,I,I,30,12,10,35,5,3.0,17,60,80,10,4,True,True,True,60,True,2019-08-17 17:23:00,2019-08-17 18:23:00,False,False,510,1500,0,2010
627,627,D,2019-08-17 01:00:00,SU,1482,D,3,KJA,333,296,278,627,Wide_Body,17,360.0,1500.0,0.0,1860.0,16,D,D,28,12,10,28,14,3.0,12,60,80,10,4,True,True,True,60,True,2019-08-16 23:48:00,2019-08-17 00:48:00,False,False,360,1500,0,1860
628,628,A,2019-08-17 12:05:00,SU,1483,D,3,KJA,333,296,237,628,Wide_Body,16,330.0,1500.0,0.0,1830.0,15,D,D,29,13,5,27,11,3.0,11,60,80,5,3,True,True,True,60,True,2019-08-17 12:16:00,2019-08-17 13:16:00,False,False,330,1500,0,1830
629,629,D,2019-08-17 20:45:00,SU,1870,I,3,TAS,333,296,288,629,Wide_Body,33,540.0,1500.0,0.0,2040.0,32,I,I,30,11,10,31,6,3.0,18,60,80,10,4,True,True,True,60,True,2019-08-17 19:27:00,2019-08-17 20:27:00,False,False,540,1500,0,2040
630,630,A,2019-08-17 07:05:00,SU,1871,I,3,TAS,333,296,293,630,Wide_Body,31,570.0,1500.0,0.0,2070.0,30,I,I,33,14,8,33,7,3.0,19,60,80,8,4,True,True,True,60,True,2019-08-17 07:24:00,2019-08-17 08:24:00,False,False,570,1500,0,2070
631,631,A,2019-08-17 04:20:00,SU,2549,I,2,TFS,333,296,290,631,Wide_Body,55,630.0,1500.0,0.0,2130.0,54,I,I,31,6,13,33,12,2.0,21,60,80,6,4,True,True,True,60,True,2019-08-17 04:41:00,2019-08-17 05:41:00,False,False,630,1500,0,2130
632,632,D,2019-08-17 09:50:00,SU,2578,I,3,LHR,333,296,223,632,Wide_Body,25,390.0,1500.0,0.0,1890.0,24,I,I,28,14,10,27,11,3.0,13,60,80,10,3,True,True,True,60,True,2019-08-17 08:37:00,2019-08-17 09:37:00,False,False,390,1500,0,1890
633,633,A,2019-08-17 19:10:00,SU,2579,I,3,LHR,333,296,292,633,Wide_Body,25,390.0,1500.0,0.0,1890.0,24,I,I,28,14,10,27,11,3.0,13,60,80,10,4,True,True,True,60,True,2019-08-17 19:23:00,2019-08-17 20:23:00,False,False,390,1500,0,1890
634,634,D,2019-08-17 07:00:00,N4,123,D,3,SIP,73H,189,152,634,Narrow_Body,16,330.0,1250.0,0.0,1580.0,15,D,D,29,13,5,27,11,3.0,11,50,65,5,2,True,True,True,50,True,2019-08-17 05:59:00,2019-08-17 06:49:00,False,False,330,1250,0,1580
635,635,A,2019-08-17 13:10:00,N4,124,D,3,SIP,73H,189,152,635,Narrow_Body,15,420.0,1250.0,0.0,1670.0,14,D,D,26,11,7,28,14,3.0,14,50,65,7,2,True,True,True,50,True,2019-08-17 13:24:00,2019-08-17 14:14:00,False,False,420,1250,0,1670
636,636,D,2019-08-17 16:05:00,N4,133,D,3,SIP,73H,189,152,636,Narrow_Body,13,300.0,1250.0,0.0,1550.0,12,D,D,29,13,6,25,13,3.0,10,50,65,6,2,True,True,True,50,True,2019-08-17 15:05:00,2019-08-17 15:55:00,False,False,300,1250,0,1550
637,637,A,2019-08-17 22:30:00,N4,134,D,3,SIP,73H,189,152,637,Narrow_Body,3,240.0,1495.0,240.0,1975.0,2,N,N,26,16,8,25,11,,8,50,65,8,2,False,,,65,False,2019-08-17 22:38:00,2019-08-17 23:43:00,False,False,240,1495,240,1975
638,638,D,2019-08-17 19:50:00,N4,161,D,3,KRR,73H,189,133,638,Narrow_Body,15,420.0,1250.0,0.0,1670.0,14,D,D,26,11,7,28,14,3.0,14,50,65,7,2,True,True,True,50,True,2019-08-17 18:46:00,2019-08-17 19:36:00,False,False,420,1250,0,1670
639,639,A,2019-08-17 09:40:00,N4,162,D,3,KRR,73H,189,181,639,Narrow_Body,15,420.0,1250.0,0.0,1670.0,14,D,D,26,11,7,28,14,3.0,14,50,65,7,3,True,True,True,50,True,2019-08-17 09:54:00,2019-08-17 10:44:00,False,False,420,1250,0,1670
640,640,D,2019-08-17 23:55:00,N4,171,I,2,KSQ,73H,189,184,640,Narrow_Body,60,690.0,1250.0,0.0,1940.0,59,I,I,30,8,15,35,10,2.0,23,50,65,8,3,True,True,True,50,True,2019-08-17 22:42:00,2019-08-17 23:32:00,False,False,690,1250,0,1940
641,641,A,2019-08-17 05:35:00,EO,174,D,3,SVX,73H,189,149,641,Narrow_Body,42,300.0,1495.0,330.0,2125.0,41,I,I,31,14,15,33,6,5.0,15,50,65,15,2,True,False,False,65,False,2019-08-17 05:50:00,2019-08-17 06:55:00,False,False,450,1625,450,2525
642,642,D,2019-08-17 23:35:00,EO,179,D,3,CEK,73H,189,158,642,Narrow_Body,8,270.0,1495.0,210.0,1975.0,7,D,D,26,11,7,28,14,3.0,14,50,65,7,2,True,True,True,50,True,2019-08-17 22:31:00,2019-08-17 23:21:00,False,False,420,1250,0,1670
643,643,A,2019-08-17 05:45:00,EO,180,D,3,CEK,73H,189,174,643,Narrow_Body,12,420.0,1250.0,0.0,1670.0,11,D,D,25,15,10,27,12,3.0,14,50,65,10,3,True,True,True,50,True,2019-08-17 05:59:00,2019-08-17 06:49:00,False,False,420,1250,0,1670
644,644,D,2019-08-17 08:40:00,N4,183,D,3,MRV,73H,189,152,644,Narrow_Body,14,390.0,1250.0,0.0,1640.0,13,D,D,28,15,9,26,11,3.0,13,50,65,9,2,True,True,True,50,True,2019-08-17 07:37:00,2019-08-17 08:27:00,False,False,390,1250,0,1640
645,645,A,2019-08-17 14:25:00,N4,184,D,3,MRV,73H,189,152,645,Narrow_Body,2,150.0,1495.0,300.0,1945.0,1,N,N,29,18,10,25,13,,5,50,65,10,2,False,,,65,False,2019-08-17 14:30:00,2019-08-17 15:35:00,False,False,150,1495,300,1945
646,646,D,2019-08-17 23:45:00,N4,185,D,3,KZN,73H,189,152,646,Narrow_Body,7,240.0,1495.0,300.0,2035.0,6,N,N,30,20,10,28,11,,8,50,65,10,2,False,,,65,False,2019-08-17 22:32:00,2019-08-17 23:37:00,False,False,240,1495,300,2035
647,647,D,2019-08-17 10:40:00,N4,203,I,2,FEG,73H,189,185,647,Narrow_Body,48,600.0,1250.0,0.0,1850.0,47,I,I,32,6,12,32,7,2.0,20,50,65,6,3,True,True,True,50,True,2019-08-17 09:30:00,2019-08-17 10:20:00,False,False,600,1250,0,1850
648,648,A,2019-08-17 21:10:00,N4,204,I,2,FEG,73H,189,168,648,Narrow_Body,48,600.0,1250.0,0.0,1850.0,47,I,I,32,6,12,32,7,2.0,20,50,65,6,3,True,True,True,50,True,2019-08-17 21:30:00,2019-08-17 22:20:00,False,False,600,1250,0,1850
649,649,D,2019-08-17 23:40:00,N4,211,D,3,YKS,73H,189,105,649,Narrow_Body,4,240.0,1495.0,270.0,2005.0,3,N,N,25,19,9,28,12,,8,50,65,9,2,False,,,65,False,2019-08-17 22:27:00,2019-08-17 23:32:00,False,False,240,1495,270,2005
650,650,D,2019-08-17 17:40:00,N4,225,D,3,AER,73H,189,130,650,Narrow_Body,17,360.0,1250.0,0.0,1610.0,16,D,D,28,12,10,28,14,3.0,12,50,65,10,2,True,True,True,50,True,2019-08-17 16:38:00,2019-08-17 17:28:00,False,False,360,1250,0,1610
651,651,A,2019-08-17 23:20:00,N4,226,D,3,AER,73H,189,152,651,Narrow_Body,13,300.0,1250.0,0.0,1550.0,12,D,D,29,13,6,25,13,3.0,10,50,65,6,2,True,True,True,50,True,2019-08-17 23:30:00,2019-08-18 00:20:00,False,False,300,1250,0,1550
652,652,D,2019-08-17 07:25:00,EO,229,D,3,AER,73H,189,120,652,Narrow_Body,14,390.0,1250.0,0.0,1640.0,13,D,D,28,15,9,26,11,3.0,13,50,65,9,2,True,True,True,50,True,2019-08-17 06:22:00,2019-08-17 07:12:00,False,False,390,1250,0,1640
653,653,A,2019-08-17 21:45:00,EO,230,D,3,AER,73H,189,152,653,Narrow_Body,1,150.0,1495.0,210.0,1855.0,0,N,N,27,19,7,26,11,,5,50,65,7,2,False,,,65,False,2019-08-17 21:50:00,2019-08-17 22:55:00,False,False,150,1495,210,1855
654,654,D,2019-08-17 11:40:00,N4,245,D,3,AER,73H,189,185,654,Narrow_Body,13,300.0,1250.0,0.0,1550.0,12,D,D,29,13,6,25,13,3.0,10,50,65,6,3,True,True,True,50,True,2019-08-17 10:40:00,2019-08-17 11:30:00,False,False,300,1250,0,1550
655,655,A,2019-08-17 17:35:00,N4,246,D,3,AER,73H,189,169,655,Narrow_Body,17,360.0,1250.0,0.0,1610.0,16,D,D,28,12,10,28,14,3.0,12,50,65,10,3,True,True,True,50,True,2019-08-17 17:47:00,2019-08-17 18:37:00,False,False,360,1250,0,1610
656,656,D,2019-08-17 10:30:00,N4,277,I,2,EVN,73H,189,168,656,Narrow_Body,58,630.0,1250.0,0.0,1880.0,57,I,I,30,9,10,31,14,2.0,21,50,65,9,3,True,True,True,50,True,2019-08-17 09:19:00,2019-08-17 10:09:00,False,False,630,1250,0,1880
657,657,A,2019-08-17 17:50:00,N4,278,I,2,EVN,73H,189,186,657,Narrow_Body,49,660.0,1250.0,0.0,1910.0,48,I,I,35,10,12,31,7,2.0,22,50,65,10,3,True,True,True,50,True,2019-08-17 18:12:00,2019-08-17 19:02:00,False,False,660,1250,0,1910
658,658,D,2019-08-17 00:45:00,N4,279,D,3,UFA,73H,189,152,658,Narrow_Body,11,180.0,1495.0,180.0,1855.0,10,D,D,25,15,10,27,12,3.0,14,50,65,10,2,True,True,True,50,True,2019-08-16 23:41:00,2019-08-17 00:31:00,False,False,420,1250,0,1670
659,659,A,2019-08-17 06:05:00,N4,280,D,3,UFA,73H,189,152,659,Narrow_Body,7,240.0,1495.0,300.0,2035.0,6,N,N,30,20,10,28,11,,8,50,65,10,2,False,,,65,False,2019-08-17 06:13:00,2019-08-17 07:18:00,False,False,240,1495,300,2035
660,660,A,2019-08-17 10:10:00,N4,294,D,3,KJA,73H,189,167,660,Narrow_Body,16,330.0,1250.0,0.0,1580.0,15,D,D,29,13,5,27,11,3.0,11,50,65,5,3,True,True,True,50,True,2019-08-17 10:21:00,2019-08-17 11:11:00,False,False,330,1250,0,1580
661,661,D,2019-08-17 14:35:00,N4,377,I,2,EVN,73H,189,169,661,Narrow_Body,58,630.0,1250.0,0.0,1880.0,57,I,I,30,9,10,31,14,2.0,21,50,65,9,3,True,True,True,50,True,2019-08-17 13:24:00,2019-08-17 14:14:00,False,False,630,1250,0,1880
662,662,A,2019-08-17 21:30:00,N4,378,I,2,EVN,73H,189,152,662,Narrow_Body,77,240.0,1495.0,300.0,2035.0,76,N,N,26,10,19,26,16,,8,50,65,10,2,False,,,65,False,2019-08-17 21:38:00,2019-08-17 22:43:00,False,False,240,1495,300,2035
663,663,D,2019-08-17 00:45:00,N4,477,I,2,EVN,73H,189,158,663,Narrow_Body,80,150.0,1495.0,360.0,2005.0,79,N,N,28,12,19,30,15,,5,50,65,12,2,False,,,65,False,2019-08-16 23:35:00,2019-08-17 00:40:00,False,False,150,1495,360,2005
664,664,A,2019-08-17 07:50:00,N4,478,I,2,EVN,73H,189,180,664,Narrow_Body,58,630.0,1250.0,0.0,1880.0,57,I,I,30,9,10,31,14,2.0,21,50,65,9,3,True,True,True,50,True,2019-08-17 08:11:00,2019-08-17 09:01:00,False,False,630,1250,0,1880
665,665,D,2019-08-17 10:45:00,N4,523,D,3,SIP,73H,189,152,665,Narrow_Body,14,390.0,1250.0,0.0,1640.0,13,D,D,28,15,9,26,11,3.0,13,50,65,9,2,True,True,True,50,True,2019-08-17 09:42:00,2019-08-17 10:32:00,False,False,390,1250,0,1640
666,666,A,2019-08-17 16:55:00,N4,524,D,3,SIP,73H,189,152,666,Narrow_Body,18,390.0,1250.0,0.0,1640.0,17,D,D,27,15,7,28,15,3.0,13,50,65,7,2,True,True,True,50,True,2019-08-17 17:08:00,2019-08-17 17:58:00,False,False,390,1250,0,1640
667,667,D,2019-08-17 01:25:00,N4,541,D,3,OMS,73H,189,152,667,Narrow_Body,16,330.0,1250.0,0.0,1580.0,15,D,D,29,13,5,27,11,3.0,11,50,65,5,2,True,True,True,50,True,2019-08-17 00:24:00,2019-08-17 01:14:00,False,False,330,1250,0,1580
668,668,A,2019-08-17 09:35:00,N4,542,D,3,OMS,73H,189,152,668,Narrow_Body,11,180.0,1495.0,180.0,1855.0,10,D,D,25,15,10,27,12,3.0,14,50,65,10,2,True,True,True,50,True,2019-08-17 09:49:00,2019-08-17 10:39:00,False,False,420,1250,0,1670
669,669,D,2019-08-17 06:55:00,EO,615,D,3,AER,73H,189,170,669,Narrow_Body,15,420.0,1250.0,0.0,1670.0,14,D,D,26,11,7,28,14,3.0,14,50,65,7,3,True,True,True,50,True,2019-08-17 05:51:00,2019-08-17 06:41:00,False,False,420,1250,0,1670
670,670,A,2019-08-17 20:00:00,EO,616,D,3,AER,73H,189,183,670,Narrow_Body,17,360.0,1250.0,0.0,1610.0,16,D,D,28,12,10,28,14,3.0,12,50,65,10,3,True,True,True,50,True,2019-08-17 20:12:00,2019-08-17 21:02:00,False,False,360,1250,0,1610
671,671,D,2019-08-17 23:25:00,N4,633,D,3,SIP,73H,189,145,671,Narrow_Body,10,150.0,1495.0,180.0,1825.0,9,D,D,29,13,6,25,13,3.0,10,50,65,6,2,True,True,True,50,True,2019-08-17 22:25:00,2019-08-17 23:15:00,False,False,300,1250,0,1550
672,672,A,2019-08-17 05:40:00,N4,634,D,3,SIP,73H,189,152,672,Narrow_Body,10,150.0,1495.0,180.0,1825.0,9,D,D,29,13,6,25,13,3.0,10,50,65,6,2,True,True,True,50,True,2019-08-17 05:50:00,2019-08-17 06:40:00,False,False,300,1250,0,1550
673,673,D,2019-08-17 10:10:00,N4,701,I,2,JED,73H,189,38,673,Narrow_Body,81,150.0,1495.0,195.0,1840.0,80,N,N,27,13,19,25,19,,5,50,65,13,1,False,,,65,False,2019-08-17 09:00:00,2019-08-17 10:05:00,False,False,150,1495,195,1840
674,674,A,2019-08-17 05:30:00,N4,730,D,3,REN,73H,189,166,674,Narrow_Body,17,360.0,1250.0,0.0,1610.0,16,D,D,28,12,10,28,14,3.0,12,50,65,10,3,True,True,True,50,True,2019-08-17 05:42:00,2019-08-17 06:32:00,False,False,360,1250,0,1610
675,675,A,2019-08-17 16:15:00,OK,894,I,2,PRG,73H,189,172,675,Narrow_Body,55,630.0,1250.0,0.0,1880.0,54,I,I,31,6,13,33,12,2.0,21,50,65,6,3,True,True,True,50,True,2019-08-17 16:36:00,2019-08-17 17:26:00,False,False,630,1250,0,1880
676,676,D,2019-08-17 17:05:00,OK,895,I,2,PRG,73H,189,171,676,Narrow_Body,59,630.0,1250.0,0.0,1880.0,58,I,I,32,8,11,30,10,2.0,21,50,65,8,3,True,True,True,50,True,2019-08-17 15:54:00,2019-08-17 16:44:00,False,False,630,1250,0,1880
677,677,A,2019-08-17 03:05:00,OK,898,I,2,PRG,73H,189,183,677,Narrow_Body,48,600.0,1250.0,0.0,1850.0,47,I,I,32,6,12,32,7,2.0,20,50,65,6,3,True,True,True,50,True,2019-08-17 03:25:00,2019-08-17 04:15:00,False,False,600,1250,0,1850
